Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,EMA_12,EMA_26,MACD,MACD_Signal,BB_Mid,BB_Std,BB_High,BB_Low,Daily_Return,Volatility,Future_Return,Signal
2015-03-16,379.7234497070313,382.01553710054,374.0887263638928,381.8245176738007,399268,397.1481307983398,388.9233367919922,392.20943630488887,36.402639985570616,388.83898402960034,393.1151909450888,-4.276206915488444,-1.5147701066508994,397.1481307983398,12.06179434231355,421.27171948296694,373.0245421137127,-0.002884018909880881,0.01975189467247885,-0.016976835880219143,1
2015-03-17,386.2655029296875,387.5070418677466,378.00439295365015,381.0605291564533,562431,396.0856506347656,389.39417236328126,391.6398897795753,39.485998134959154,388.442984863447,392.5975881971993,-4.154603333752277,-2.0427427804534193,396.0856506347656,12.036416018273227,420.1584826713121,372.01281859821916,0.01722846779071352,0.020248450072315797,-0.04252687888298379,0
2015-03-18,383.7345886230469,388.6530618932532,382.0155303944606,388.6530618932532,309016,395.33594207763673,389.7570867919922,390.8828457581758,38.387281267107525,387.7184939190152,391.92884541521533,-4.210351496200133,-2.476268483593543,395.33594207763673,12.32659160057719,419.9891252787911,370.68275887648235,-0.006552265960704573,0.019776583470831086,-0.028247807119569646,0
2015-03-19,386.5997619628906,396.05467104717854,382.2066060335776,385.7880021577847,1023111,394.1445343017578,390.11809204101564,390.47289574320536,39.52064258511078,387.5463567242966,391.5273021813917,-3.9809454570951175,-2.777206077397788,394.1445343017578,11.936490758505991,418.01751581876977,370.27155278474584,0.007466549601704786,0.018533800147207454,-0.03717897418089722,0
2015-03-20,375.0437927246094,389.4648569918888,373.229195473862,387.36378887095833,461698,392.23207397460936,390.50010864257814,388.9968205254214,26.3187141868368,385.62265285084493,390.2868616195559,-4.664208768710978,-3.1546088219593424,392.23207397460936,11.770035435982743,415.77214484657486,368.69200310264387,-0.029891299414174233,0.019324551681801142,0.0003819540930889431,1
2015-03-23,373.2769470214844,378.7684205071087,367.68996382005895,376.7628330571773,498876,390.10711364746095,390.8104962158203,387.49357442734964,34.322936881480445,383.72311924281223,389.00831512376993,-5.285195880957701,-3.5807282266364786,390.10711364746095,11.113777545671073,412.3346687388031,367.8795585561188,-0.0047110383837825065,0.019160936845894098,0.001279070442403052,1
2015-03-24,369.8388366699219,378.1954275565889,368.2152587823219,373.46797305394114,408226,388.55517578125,391.08459411621095,385.80595935924987,29.31413891945722,381.5868909239532,387.56901533836873,-5.982124414415523,-4.061009261136974,388.55517578125,11.683174039903948,411.9215238610579,365.1888277014421,-0.009210615279074852,0.01779702106747636,0.011233052165963597,1
2015-03-25,372.8949279785156,376.2375639296519,367.6899546249859,370.6505808679439,636108,387.02711486816406,391.41981384277346,384.5722288943924,34.58427678864521,380.24956794063786,386.4683528572709,-6.2187849166330125,-4.492565683951598,387.02711486816406,11.630132358455144,410.28737958507435,363.7668501512538,0.008263305541708954,0.017857408453440436,-0.00012807900076450274,1
2015-03-26,372.2263793945313,375.9987943846209,367.6899450080681,372.465139099082,1419196,385.4751785278321,391.66716918945315,383.3928804035987,37.301560322204224,379.0151547658199,385.4010979410769,-6.385943175257012,-4.871242088962528,385.4751785278321,11.418265318453287,408.31170916473866,362.63864789092554,-0.0017928604918510116,0.01784699541971317,0.03553578330086915,2
2015-03-27,375.1870422363281,377.8133992431244,367.6899809514695,372.1309060611391,670005,384.00680847167973,392.0616015625,382.60923580030527,44.29642446893938,378.4261835018253,384.6363444203753,-6.210160918550002,-5.13902636785279,384.00680847167973,10.701362589516043,405.4095336507118,362.60408329264766,0.007953930741321003,0.017976978407058527,0.03500069016682672,2
2015-03-30,373.75439453125,379.5801363283598,369.74322040328127,377.2402798961334,420532,381.9057205200196,392.4388397216797,381.76383250619097,37.42168806067489,377.70741485486167,383.82223402260666,-6.114819167744997,-5.334185226911313,381.9057205200196,7.892012472792486,397.6897454656046,366.1216955744346,-0.0038184892968017303,0.01639653214379798,0.041139906120460035,2
2015-03-31,373.9932556152344,380.0577587276339,372.9904472385838,375.1870542930502,438421,380.9077056884766,392.73872314453126,381.0221224542657,41.83984306870135,377.1359842937659,383.0874423858661,-5.951458092100211,-5.457639951304144,380.9077056884766,7.542614149768916,395.99293398801444,365.82247738893875,0.0006390856869629147,0.012059664261971689,0.02132270627908861,1
2015-04-01,372.84716796875,376.5240734369884,369.93431108164367,373.80220683606007,452828,379.69003295898443,392.79984497070313,380.24198028722185,34.89372926153182,376.4761454421823,382.32242618376534,-5.84628074158303,-5.535368185595551,379.69003295898443,6.6916606651987545,393.07335428938194,366.3067116285869,-0.003064460733654184,0.011790260064086427,0.025999029585209943,1
2015-04-06,385.4537353515625,386.2177548718109,373.4202384620532,377.2403943542481,904638,379.3175720214844,392.9736627197266,380.7392462557243,54.46182951738336,377.85735023696566,382.5562078055028,-4.698857568537164,-5.3680659309122145,379.3175720214844,6.098544105190627,391.51466023186566,367.12048381110316,0.03381162166657292,0.014223371983964435,0.027874008316978838,1
2015-04-07,388.31884765625,392.2345132283146,383.4481431224856,386.31326000758514,636179,379.3581619262696,393.22197326660154,381.462308064348,58.00709354642205,379.46684797557833,382.9861912872637,-3.519343311685361,-4.998321174974299,379.3581619262696,6.158327839254311,391.6748176047782,367.041506247761,0.00743308999736203,0.014000869882148699,0.011682171746448144,1
2015-04-08,389.130615234375,392.9030014386498,386.3132387938812,389.2738652416684,534912,379.728239440918,393.23152404785156,382.1937167122292,52.988017868586056,380.9536100054133,383.4444136705003,-2.4908036650870145,-4.496817421157635,379.728239440918,6.520072444519664,392.7683843299573,366.6880945518787,0.002090466592143292,0.013543954264380273,-0.0029452518039324582,1
2015-04-09,381.9678039550781,391.5659328459169,380.2487165187147,391.5659328459169,756901,379.46799316406253,393.23534423828124,382.1721720638932,48.319756474590115,381.1096423840396,383.3343501970661,-2.224707813026498,-4.042395316974367,379.46799316406253,6.30770708006942,392.0834073242014,366.85257900392367,-0.018407215980635883,0.013833380892845734,-0.012251523430886757,1
2015-04-10,382.5408325195313,388.2710661110088,381.10827412166185,381.7290727437855,969396,379.50141906738287,393.2678155517578,382.20732561311615,45.96392374167634,381.3298285149671,383.27523043421286,-1.9454019192457395,-3.62299650263906,379.50141906738287,6.3228717599988284,392.14716258738054,366.8556755473852,0.001500201217274677,0.013488743004337857,-0.01398082408290724,1
2015-04-13,396.1978759765625,399.6360216936428,382.9705819673005,382.9705819673005,1399618,379.9908752441407,393.53904724121094,383.54123624997567,70.1912876117736,383.6172470945994,384.2375982632538,-0.6203511686543948,-3.022467281440006,379.9908752441407,7.2033052010693055,394.3974856462793,365.5842648420021,0.035700877647705465,0.015481325552493317,-0.0544774811108889,0
2015-04-15,392.8552551269531,403.5994426913166,387.84130093025016,396.34114126318514,947070,380.5925506591797,393.1207403564453,384.4291753806259,68.14151432491404,385.0384931171629,384.879112544213,0.1593805729498854,-2.3860975796683723,380.5925506591797,7.757597860222086,396.1077463796239,365.07735493873554,-0.00843674601074118,0.015213615593776155,-0.03707294314391407,0
2015-04-16,387.9845275878906,398.7287145057092,378.8161489222577,392.8552314863961,884632,381.00560455322267,392.4417077636719,384.76808760046254,66.37917164501235,385.49173297210393,385.1102003836501,0.38153258845380833,-1.8325714549609604,381.00560455322267,7.926968899434422,396.8595423520915,365.1516667543538,-0.012398275129318348,0.015509253016109425,-0.0068921350154642624,1
2015-04-17,377.2881164550781,389.6081419298208,375.5690580446594,384.8806875829568,603542,380.5567352294922,391.76267517089843,384.0551246023765,53.48483776291392,384.2296292108687,384.52832216489,-0.29869295402130547,-1.5257957143889591,380.5567352294922,7.867399075842549,396.29153338117726,364.8219370778071,-0.027569169315365127,0.016286476478889703,0.0021516662208465043,1
2015-04-20,377.1925964355469,385.6446667393228,374.4229605204749,378.1953755458508,934634,380.22963562011716,391.0320703125,383.40106510518495,53.97552626576074,383.1470023149911,383.98279560726695,-0.8357932922758664,-1.3877952154331916,380.22963562011716,7.86431711726665,395.95826985465044,364.5010013855839,-0.0002531752667662701,0.0162352910949791,-0.021395248662867794,1
2015-04-21,374.614013671875,383.352613897841,371.27137747595,382.9706041616873,657263,379.6303482055664,390.2670849609375,382.5636407874312,49.53845925835619,381.8342281941369,383.2862824904563,-1.4520542963193748,-1.4006470326931917,379.6303482055664,7.809831802338827,395.2500118102441,364.01068460088874,-0.006836249672022676,0.016169901314741053,-0.015551244477551407,1
2015-04-22,378.29095458984375,379.6280033637906,371.7011913039451,375.7123376257856,517359,379.79270629882814,389.61861511230467,382.1564709410824,53.52644058300571,381.28910684600976,382.91500985534844,-1.6259030093386855,-1.4456982310587352,379.79270629882814,7.74292975934421,395.27856581751655,364.3068467801397,0.009815278616857492,0.014880232359065668,-0.035975946119979896,0
2015-04-23,385.31048583984375,386.4565151217188,374.37527792590913,380.2010214982392,743194,380.3943832397461,389.3445202636719,382.4570185033146,57.958362919106435,381.90778277693136,383.09300667500537,-1.185223898074014,-1.393603361652841,380.3943832397461,7.677227889170664,395.74883901808744,365.0399274614048,0.018555905619289215,0.015350548291927314,-0.05118370606851619,0
