Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,EMA_12,EMA_26,MACD,MACD_Signal,BB_Mid,BB_Std,BB_High,BB_Low,Daily_Return,Volatility,Future_Return,Signal
2015-03-16,251.04568481445312,253.0066419707927,249.5749805479555,250.9119893723196,15132928,263.2370094299316,269.8708026123047,260.7335401770836,33.97846476442707,257.8926082520685,262.24302858117636,-4.3504203291078625,-3.2607901556558208,263.2370094299316,7.335718549312223,277.90844652855606,248.56557233130718,0.0032056179656072548,0.023260867783594,-0.02449835982672577,1
2015-03-17,252.3381805419922,253.14038053295485,249.1293533766228,253.0512411558437,11350496,262.17408752441406,269.31995574951173,259.92909847037254,36.20153670137451,257.03791041040813,261.49455995735264,-4.456649546944504,-3.4999647648048304,262.17408752441406,7.295670938456977,276.765429401328,247.5827456475001,0.005148448293362806,0.013858781249998715,-0.044330748157113464,0
2015-03-18,256.0817565917969,257.10681849430136,251.3576694299257,253.2294873021537,12394230,261.30948638916016,268.8216970825195,259.5606612521332,41.935437434661694,256.8907849885662,261.08614594912336,-4.195360960557139,-3.6390452743702446,261.30948638916016,6.913153642210749,275.13579367358165,247.48317910473867,0.014835551408684644,0.014473053230634908,-0.07622686484206775,0
2015-03-19,251.00115966796875,258.7557954840635,250.1098203418762,258.48840456684275,11046649,260.2354217529297,268.2663931274414,258.7413992506682,42.307720865111705,255.98455935061864,260.3262482968103,-4.341688946191681,-3.7795750356569124,260.2354217529297,6.752762810633052,273.7409473741958,246.7298961316636,-0.019839745679059773,0.014946026613024788,-0.08860081319851187,0
2015-03-20,248.0151824951172,251.71423548196424,246.7227295134568,251.1794264136386,11482652,259.1613594055176,267.88044372558596,257.71524091117396,25.14354559788785,254.75835317992377,259.3997984154978,-4.641445235574025,-3.951950083345993,259.1613594055176,6.908774327698035,272.9789080609137,245.34381075012152,-0.01189626843478131,0.014970482373996657,-0.05265055088546944,0
2015-03-23,244.89547729492188,249.5750087082006,243.82585923413697,249.04019967780812,13058026,257.93354110717775,267.4276440429687,256.489323945016,19.68866037586811,253.24083247480044,258.30958430327826,-5.068751828477815,-4.1753114769900925,257.93354110717775,7.161162322718181,272.2558657526141,243.61121646174138,-0.012578686388510674,0.015058522474246706,-0.02493178902480897,1
2015-03-24,241.1518402099609,246.36618063041524,239.770275155656,244.04869297671144,17585259,256.77479858398436,266.81618438720704,255.0232150164297,16.992749388992593,251.38082656617382,257.02133134162693,-5.64050477545311,-4.468351233074589,256.77479858398436,7.908230587096263,272.5912597581769,240.95833740979185,-0.015286673017863017,0.014893334012660709,-0.012936557647252656,1
2015-03-25,236.5614471435547,242.53343139383688,236.20491686029536,242.35515265144875,15824629,255.39990768432617,266.1423309326172,253.25907667703413,18.353686280716715,249.10075509960816,255.48669233122848,-6.385937231620318,-4.85186958071373,255.39990768432617,8.902902345013763,273.2057123743537,237.59410299429865,-0.019035281100942658,0.015214735608583404,0.030331817934656558,1
2015-03-26,228.7622528076172,237.00714230223343,227.46981339077527,235.7592725757848,22253318,253.66625213623047,265.24296966552737,250.91899531933086,15.377435939733317,245.97156088448745,253.48403521782186,-7.51247433333441,-5.3839918054174545,253.66625213623047,10.49023757890798,274.6467272940464,232.6857769784145,-0.032968999936852095,0.016389792167064977,0.070134242804057,2
2015-03-27,234.95704650878903,236.1603600122277,228.1828623426872,231.6145241111911,19423101,252.51642532348632,264.5031579589844,249.3946543820067,26.457756672217485,244.276931376038,252.09687029011886,-7.819938914080865,-5.871182160421445,252.51642532348632,11.229818722095768,274.97606276767783,230.05678787929477,0.027079614862778545,0.01769737803940126,0.032056134034327055,1
2015-03-30,238.789794921875,240.0822477977232,234.5559332133257,236.29405574270532,12303870,251.09028244018555,263.8471319580078,248.38217060631837,33.219712404196756,243.43271909040087,251.10132918475094,-7.668610094350072,-6.230668298118073,251.09028244018555,11.061745633018038,273.2137737062216,228.96679117414948,0.01631254933630011,0.01572865451441027,0.02239642494553129,1
2015-03-31,238.0321655273437,241.8649411014067,237.0962700786932,239.681148785864,19482636,249.53266983032228,262.8978558349609,247.39425131637643,34.15058701256389,242.60183351074136,250.12430881125482,-7.522475300513463,-6.489030015347695,249.53266983032228,10.561787272278956,270.6562443748802,228.40909528576435,-0.003172787994475179,0.015465062195526444,0.05167562454502295,2
2015-04-01,243.73678588867188,244.80637691831544,234.55597314214896,237.6756612479388,12383589,248.23354415893556,262.1491320800781,247.0452165896739,39.158617099642036,242.77644711433348,249.64711861809963,-6.870671503766147,-6.565358387894035,248.23354415893556,9.491861798870078,267.2172677566757,229.2498205611954,0.02396575416053537,0.016788041936455077,0.04498052841656697,2
2015-04-06,244.8063201904297,245.78679880820883,241.73121609107287,245.51940791313964,12925445,247.3778564453125,261.46279998779295,246.83159814970455,44.63969647918814,243.08874367207403,249.28570757681265,-6.196963904738624,-6.491679433451664,247.3778564453125,8.948960806686024,265.2757780586845,229.47993483194045,0.004388070917807019,0.01591118262926853,0.04241765281628651,2
2015-04-07,242.4888610839844,246.3216366383001,240.92901720992435,245.38571399295304,12933524,246.4085266113281,260.64098480224607,246.41731946258267,41.808886670456694,242.9964519445835,248.7785560289675,-5.782104084384002,-6.349764274556542,246.4085266113281,8.324105502721732,263.05673761677156,229.76031560588464,-0.009466500311930637,0.015952134483781792,0.06598039863451155,2
2015-04-08,244.1378326416016,247.2129641552225,242.31059792867828,242.35515401376728,9913899,245.66202926635742,259.7086431884766,246.1999003716895,42.203337788514254,243.172052353458,248.43247259644326,-5.260420242985248,-6.131895358835456,245.66202926635742,7.780806738831239,261.2236427440199,230.10041578869493,0.006800195069768922,0.01602818681242765,0.06754283502117553,2
2015-04-09,250.33262634277344,251.1793822841306,242.889938386766,245.11828644536016,13471276,245.36119995117187,258.92782989501956,246.59402653277502,44.77732141396401,244.2736970558855,248.57410617720313,-4.300409121317642,-5.765597964177589,245.36119995117187,7.455364509942368,260.2719289710566,230.45047093128713,0.02537416521701452,0.01709782928779175,0.038810971657033955,2
2015-04-10,254.7001953125,256.1263435786999,249.6195506146365,250.46633379811897,16880558,245.387939453125,258.18445281982423,247.36698875003887,53.404415699634306,245.8777958079063,249.03052063040283,-3.1527248224965376,-5.243023167892315,245.387939453125,7.489484707624416,260.36690886837386,230.40897003787617,0.017447062468582075,0.01748219418343242,0.0066492803272844014,1
2015-04-13,255.1904296875,257.15138702025416,252.56099508393945,256.527438632146,11985436,245.36342697143556,257.4045309448242,248.11290444400524,56.92173402077359,247.31052541255136,249.48925783610431,-2.178732423552958,-4.630164861452391,245.36342697143556,7.454746090120645,260.27291915167683,230.45393479119426,0.0019247506834398909,0.017436024711493348,0.010129297973709761,1
2015-04-15,258.4883728027344,262.4548431970372,254.87845985626737,256.17088539937254,17289500,245.7756706237793,256.6094564819336,249.10203539555522,63.067699050295225,249.03021120287337,250.15916856223274,-1.1289573593593616,-3.9299232170024325,245.7756706237793,7.950311950882345,261.676294525544,229.8750467220146,0.012923459235022916,0.016904239596167273,-0.021206656743973817,1
2015-04-16,260.6275939941406,262.2765770642444,255.36869780426852,258.7112200268375,15043998,246.25476608276367,255.99264862060548,250.20070366294158,69.3192272255821,250.81443883029524,250.93817097619154,-0.1237321458962981,-3.16868487751909,246.25476608276367,8.550646855380993,263.3560597935257,229.1534723720017,0.008275889426712535,0.016965002306413072,-0.05044457155503146,0
2015-04-17,260.0482788085937,262.85599257393505,257.7753741417747,259.379774235821,16819018,246.64027099609376,255.68602813720702,251.13933785861678,75.31234385466902,252.2350396278908,251.61586420559655,0.619175422294262,-2.411112717829344,246.64027099609376,9.001281933071503,264.6428348622368,228.63770712995074,-0.002222769955663062,0.016973333629174407,-0.055527162525926044,0
2015-04-20,256.3937683105469,261.47441367883005,253.89802891650697,259.3797606865898,13788536,246.65587158203124,255.33216644287108,251.64013145186263,82.70052614715257,252.87484786358505,251.97117650531905,0.9036713582659957,-1.748155832792767,246.65587158203124,9.01876010960572,264.6933918012427,228.6183513628198,-0.014053200101111551,0.017020706343414366,-0.07161485594674599,0
2015-04-21,257.7753295898437,260.27106868290906,251.13484110071792,256.1709025715738,15487948,246.99458007812495,255.13428924560546,252.22482862291895,80.47629972049651,253.62877194095282,252.40268070546236,1.2260912354904576,-1.153306369020154,246.99458007812495,9.312947956895064,265.6204759919151,228.36868416433484,0.005388435484997567,0.016380289854369977,-0.05774542304986685,0
2015-04-22,253.00669860839844,261.38528367639134,245.47486966448085,258.9786563731873,17741741,247.244155883789,254.97028381347656,252.29933769452643,68.52510409084016,253.53306794189808,252.4475737180808,1.0854942238172782,-0.7055462202736933,247.244155883789,9.408135257883302,266.0604263995556,228.4278853680224,-0.018499175188846806,0.016726534327516793,-0.042099874633972134,0
