Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_Signal,BB_High,BB_Low,Daily_Return,Volatility,Future_Close,Future_Return,Signal
2015-03-16,550.4166259765625,555.4503461610941,541.2204279967983,551.2878683658614,6445254,562.0837280273438,541.164296875,562.1683821418231,47.17075118450677,5.916197685289262,9.697754109538888,613.7238144966328,510.44364155805476,-0.002456242545129661,0.03678964047585667,537.4451904296875,-0.023566576543469712,0
2015-03-17,561.548828125,567.0665583609366,548.9161688238421,556.5151673600186,5627580,562.0353240966797,542.656015625,562.1093769973638,51.09730253549246,5.2206118727721105,8.802325662185533,613.6755105178731,510.39513767548624,0.02022504703357475,0.037066590717413174,540.2040405273438,-0.03801056387015544,0
2015-03-18,562.6621704101562,567.0666538629416,557.338055249286,565.5662332251765,5847672,562.565316772461,543.952197265625,562.1620239890583,51.48566675986185,4.7049567105244705,7.98285187185332,614.0023821766946,511.1282513682273,0.001982627742049825,0.036792769133711045,544.2213134765625,-0.032774296733244335,0
2015-03-19,545.5281372070312,576.5048043505999,540.6396437400975,569.196258763075,7705218,562.2773284912109,544.8427764892579,560.5778442955319,45.49730952800045,2.880518174491158,6.962385132380888,614.0272756686819,510.5273813137399,-0.03045172415027486,0.03748254683600668,526.893798828125,-0.03415834511178367,0
2015-03-20,538.4616088867188,545.9637706285113,534.0571257452951,544.9957497586025,8160665,561.8417236328125,545.9501928710938,558.4715361613593,43.26238432650393,0.8545766842464673,5.740823442754004,614.2355385770915,509.44790868853363,-0.012953554250182853,0.037560893379458914,528.9265747070312,-0.01770791830340773,1
2015-03-23,537.4451904296875,544.0277204260104,534.9767490664794,541.9949002641459,4191424,561.5367950439453,547.0450256347656,556.4690270440572,42.935686077725784,-0.8235199919676006,4.427954755809683,614.4217173435618,508.6518727443288,-0.001887634030460772,0.03753290620809497,545.5281372070312,0.015039574120816735,1
2015-03-24,540.2040405273438,547.899818343709,533.6215103568367,536.2351785507558,6309451,561.9724029541015,548.1311450195312,554.9199807091321,44.16810669510006,-1.9088040468299141,3.1606029952817636,613.99676183162,509.94804407658313,0.005133267813691944,0.03717638023012282,542.2853393554688,0.003852801297252885,1
2015-03-25,544.2213134765625,549.0130283227791,536.1867525365932,541.9464291135598,5578540,562.4757720947266,549.4331329345703,553.901060020316,45.99704803038942,-2.4168788511651655,2.045106625992378,613.6007870098098,511.3507571796434,0.007436584415949854,0.03719264274397012,551.4332275390625,0.013251803786274514,1
2015-03-26,526.893798828125,543.4953819921458,520.3112680903419,542.0917397778446,9233047,562.0546844482421,550.2607922363281,551.3289399067739,39.92236892492862,-4.169652258412384,0.8021548491114256,614.1962009336924,509.91316796279193,-0.031839096006267886,0.03793292587037917,550.8522338867188,0.04547108945271359,2
2015-03-27,528.9265747070312,533.6214518290327,509.27570572224334,530.4753843125804,10655577,561.7691162109375,551.0719934082031,549.1953813163223,40.90832504751879,-5.333231612685722,-0.424922443248004,614.5665621180032,508.9716703038717,0.0038580372048928613,0.03794229192669736,540.0104370117188,0.020955389338920577,2
2015-03-30,545.5281372070312,547.3674004520021,531.7822293454119,534.8315186506784,6631597,561.5948699951172,552.3100915527343,548.8461199725803,48.36181855054269,-4.85974912258439,-1.3118877791152812,614.5822207582719,508.60751923196244,0.03138727243794759,0.03812236517764333,538.1227416992188,-0.013574726953088595,1
2015-03-31,542.2853393554688,555.1600059684145,539.429665781864,549.7391123682191,5970862,557.3670440673828,553.2035766601563,548.2212837233316,47.11179323751878,-4.692090030207055,-1.987928229333636,601.6310136239459,513.1030745108197,-0.00594432739650208,0.018580070682290825,553.8531494140625,0.02133159283329073,2
2015-04-01,551.4332275390625,553.7080534259295,537.493700462845,539.8653639069447,3753262,554.378286743164,554.265498046875,548.5271831343535,50.96241542320136,-3.777516014066805,-2.34584578628027,591.1319612936502,517.6246121926779,0.016869141611806082,0.018812286030063834,549.8840942382812,-0.0028092853738515646,1
2015-04-06,550.8522338867188,553.6595178882669,544.124477394479,553.6595178882669,4305263,552.2631591796875,555.0418518066406,548.7486165393407,50.70989297909613,-3.064267876661688,-2.4895302043565537,584.4299243020496,520.0963940573254,-0.0010536065353490276,0.01791054073376032,547.8998413085938,-0.0053596815924543415,1
2015-04-07,540.0104370117188,554.675977322952,537.2516010719693,552.7399355172873,6754389,549.4099212646485,555.1667272949219,547.9164089652814,46.1175841003602,-3.335407486937811,-2.6587056608728052,574.5204576123517,524.2993849169452,-0.01968186059354271,0.018090416356240997,532.6050415039062,-0.013713430334406288,1
2015-04-08,538.1227416992188,545.9636858952471,533.4761949781545,543.8340284953085,5750765,547.6820037841796,555.3341943359375,546.983678749466,45.347554216081704,-3.660413844852883,-2.859047297668821,570.8286418523245,524.5353657160348,-0.0034956644966827044,0.015983348796257776,533.1858520507812,-0.00917428175001188,1
2015-04-09,553.8531494140625,558.5480268731759,537.3483467606127,542.091672528559,9653162,547.0382690429688,555.4774621582031,547.6379140508561,52.46960720084901,-2.6184869987890806,-2.810935237892873,568.6987647932037,525.3777732927338,0.029232006930560495,0.017409060401149448,516.6328125,-0.06720253726721422,0
2015-04-10,549.8840942382812,556.4182333384852,547.318875078545,555.0630399380459,4938698,546.2735260009765,555.5336059570312,547.851835973468,50.67519239138705,-2.0889420251684214,-2.666536595347983,566.3394322777455,526.2076197242076,-0.007166259106732964,0.01746037864749324,501.6767883300781,-0.08766812208849499,0
2015-04-13,547.8998413085938,553.3691831457926,544.0277576244341,551.7719249927535,4596222,545.3974700927735,555.0282983398438,547.8564079101467,49.75901124354618,-1.8085387379459235,-2.494937023867571,563.4743845827069,527.32055560284,-0.0036084930451318886,0.01746358294574332,506.4684753417969,-0.07561850331593996,0
2015-04-15,532.6050415039062,555.1599137143509,524.0380222067218,548.7710002412804,8869483,544.4391265869141,554.2461389160156,546.4038968238381,43.265766182703764,-2.7883374148499342,-2.553617102064044,563.0859411474798,525.7923120263483,-0.027915320742122662,0.017740242249858415,522.8280029296875,-0.018357014696315156,1
2015-04-16,533.1858520507812,538.6068040542439,525.683690749088,534.3474888431876,7288785,543.577587890625,553.3032861328124,545.1450354168803,43.56692745895487,-3.477877560652473,-2.73846919378173,562.6279378958552,524.5272378853947,0.0010905089167667636,0.01774913102732567,520.9888305664062,-0.022875741052508912,0
2015-04-17,516.6328125,532.7503264811118,514.7935489916548,532.4115427690381,6618167,541.331787109375,552.2500830078125,542.4295856152727,37.463301345398044,-5.298952025823269,-3.250565760190038,561.9073172309403,520.7562569878097,-0.031045534098689376,0.018153393298832612,510.3890380859375,-0.012085516566105643,1
2015-04-20,501.6767883300781,521.0372046669842,490.78655414056846,517.0198946437555,7836613,538.2825180053711,550.3324334716797,538.5483668262066,32.96902126836888,-7.858406004673725,-4.172133809086776,562.9739539051817,513.5910821055605,-0.0289490404172148,0.018918143027871617,507.4365539550781,0.01148102873998301,1
2015-04-21,506.4684753417969,515.6646725961715,500.0311136304152,501.67676074522615,7204472,536.3295349121094,549.1049841308594,535.4931390657866,35.63325665260521,-9.391878893098351,-5.2160828258890914,564.3712413070674,508.28782851715124,0.009551342862939238,0.01824960010601804,517.89111328125,0.0225535023315013,2
2015-04-22,522.8280029296875,527.5713284148104,503.6612031819195,510.0985650426863,6947536,535.5478546142579,548.74681640625,534.2869356242534,43.84033433465726,-9.181254267125269,-6.009117114136327,564.1737576825745,506.9219515459411,0.03230117644903796,0.01976481488314963,534.299072265625,0.021940426434045052,2
2015-04-23,520.9888305664062,531.1530494383355,518.4235516939789,525.877324016721,5464184,534.7250366210938,548.2105334472657,533.020449428268,43.17385876972815,-9.058319899492176,-6.618957671207497,564.023624783035,505.4264484591525,-0.0035177388222806805,0.019770784999319307,549.6422729492188,0.0549981894077483,2
2015-04-24,510.3890380859375,521.0372683731737,503.2741078455169,520.7952631393729,6533254,533.2342864990235,547.5154956054688,530.8650769194746,39.45138033139431,-9.704342574010866,-7.236034651768171,564.2498018543567,502.2187711436902,-0.020345527309951983,0.020147120165249548,550.1746215820312,0.07795148509712858,2
2015-04-27,507.4365539550781,523.4572876027261,505.64567988823865,512.4702743164164,7839080,531.3950485229492,546.9462994384766,528.6337890181036,38.4567564810701,-10.335420696120991,-7.855911860638735,563.9126230934353,498.87747395246316,-0.005784771831957469,0.02001550224028896,547.7545776367188,0.07945431476584137,2
2015-04-28,517.89111328125,522.1988175354828,502.4995593653661,507.1461063399493,6322607,530.9449142456054,546.5765167236328,527.6106770431652,43.854525149517364,-9.87809060969073,-8.260347610449134,563.944932065539,497.9448964256719,0.020602692582327053,0.019509027321036904,525.92578125,0.015514203203534466,1
2015-04-29,534.299072265625,541.9948491526159,518.1331136974521,518.7623508270879,9301407,531.2135391235352,546.2415814208985,528.2476670643518,51.10304329660809,-8.098315715760236,-8.227941231511355,564.2309265901688,498.1961516569015,0.03168225629595689,0.020799162063353936,510.4857482910156,-0.044569278164066625,0
2015-04-30,549.6422729492188,563.7754139955088,541.1237005708475,545.2861787585769,15658642,531.4192459106446,546.0295855712891,530.2852485771963,56.728783393368516,-5.387657659251545,-7.659884517059393,564.8396097090526,497.9988821122366,0.028716502573236546,0.020599453753814972,523.505615234375,-0.04755212435645121,0
2015-05-04,550.1746215820312,557.5800046521388,544.8021177288666,553.1271324149743,4309985,531.8137100219726,545.7827398681641,532.1794745776567,56.91400804700696,-3.1600583490076133,-6.759919283449038,565.917034414795,497.7103856291502,0.0009685365537044355,0.020542190664982023,533.4762573242188,-0.030351026024785056,0
2015-05-05,547.7545776367188,555.8859764589921,544.511731403018,550.8038669658973,5385676,531.6297775268555,545.6965850830078,533.6628177261388,55.74579094463834,-1.57182811184407,-5.722301049128045,565.3453313341494,497.9142237195616,-0.004398683345941401,0.020221216949221844,515.3258666992188,-0.05920299393464373,0
2015-05-06,525.92578125,547.8030906247182,523.8929608460707,546.0122163800079,7698992,530.3834548950196,545.1893426513672,532.9259571093636,46.47859045649812,-2.050904098057117,-4.988021658913859,562.9891574196689,497.7777523703702,-0.039851417547068,0.022088202823341938,540.6396484375,0.02797707910901164,2
2015-05-07,510.4857482910156,527.3777231684129,506.5652758442956,522.3924514686631,5848608,528.9072204589844,544.4555834960937,530.788794364759,41.25449751129279,-3.634559946113882,-4.717329316353864,562.299775817479,495.51466510048976,-0.029357817223348737,0.022594180890137112,538.0743408203125,0.05404380557470389,2
2015-05-08,523.505615234375,530.4753765236076,516.4390755024538,518.6171222126328,10010992,528.1763641357422,544.0548205566406,530.0951582571034,46.69533973638512,-3.7952746014333343,-4.532918373369759,561.3693822414207,494.9833460300638,0.02550485882700304,0.02344581336419649,544.076171875,0.039293860547065004,2
2015-05-11,533.4762573242188,534.3474997070622,525.7320906617975,528.055364293845,6700085,527.15751953125,544.0945080566406,530.4171676920668,50.477948311693446,-3.082560793146854,-4.242846857325178,558.3245307252599,495.99050833724016,0.01904591240225728,0.022855104584955595,549.351806640625,0.029758680163263437,2
2015-05-12,515.3258666992188,536.1867629123552,512.9542629255403,535.3155205295286,4943428,525.4296081542968,543.7179467773437,528.9799009308431,44.31330569188346,-3.9369322947100045,-4.1816639448021435,555.1640669189322,495.6951493896614,-0.03402286489006601,0.023960136634917754,543.495361328125,0.05466345947145711,2
