Date,Close,High,Low,Open,Volume
2015-01-01,486.962890625,487.88252227531495,483.0908071148784,486.5756881823184,1351985
2015-01-02,497.8531188964844,500.3700085946768,485.65607963463685,487.1081109316808,3852825
2015-01-05,500.9991760253906,503.7580708809371,498.6275131407887,500.36999792673527,2561430
2015-01-06,483.09075927734375,497.1270606116049,480.86432329615536,497.1270606116049,5284530
2015-01-07,482.70361328125,489.1893650930385,478.68633247618095,482.8488105071386,4245189
2015-01-08,485.8980712890625,490.78656470267504,478.8315014490232,489.8185438649972,5637844
2015-01-09,479.1219177246094,489.7217280018251,471.42614037210046,488.75370717970577,5078463
2015-01-12,485.5108337402344,487.6888805999752,476.4114438789807,479.17030914298266,2290147
2015-01-13,488.3665161132813,495.3362780112415,484.3008167491958,487.8825056909688,4069260
2015-01-14,483.6232299804688,489.5765523908806,478.39592321868406,488.36652630983536,2973231
2015-01-15,497.611083984375,507.1945136062768,494.7554403289295,506.71050320281313,6670800
2015-01-16,498.3371276855469,504.8228792742839,496.20746997357736,500.07955341959297,6920742
2015-01-19,512.0347900390625,514.793626634364,500.32169888155306,502.8385892769625,6113156
2015-01-20,533.7666625976562,536.9611192405222,514.1157942012104,515.5194360985705,6934581
2015-01-21,529.7494506835938,538.9940386915613,528.1038032960557,535.3155709968522,4459351
2015-01-22,546.6898193359375,549.0130931975145,530.2818527822343,532.1211161795919,5546866
2015-01-23,547.0770263671875,558.9352821992495,542.3820896285916,552.7399249067274,4975114
2015-01-27,573.1651000976562,578.6828305518213,548.867801309684,552.6431061160342,5376830
2015-01-28,571.7130737304688,580.6188771078248,564.7917603044746,571.1322848707007,6370073
2015-01-29,580.3285522460938,582.7486045907397,563.4849642940344,570.1159431683498,5424486
2015-01-30,569.2930297851562,584.7329739296943,565.0337735584822,583.4745586600701,4497194
2015-02-02,597.5592651367188,601.1409541358315,565.711414288684,567.2602240315575,6307718
2015-02-03,567.8410034179688,605.5938163313685,565.8081832790301,603.0769857704632,9290016
2015-02-04,540.7363891601562,573.0683071495488,535.5575015717701,572.1002863604449,10773056
2015-02-05,547.8030395507812,560.0000790037993,540.7364398610982,544.4149664712422,6865785
2015-02-06,545.1409912109375,553.2239420591438,528.2974039873627,549.8358689231736,7706020
2015-02-09,535.896240234375,551.3845715600308,532.4113893194206,537.2514928586879,4334546
2015-02-10,536.38037109375,551.5783114381414,523.2153101425431,529.4106676979984,9809275
