Date,Close,High,Low,Open,Volume
2015-01-01,124.9589614868164,125.59437908331122,124.21433078078888,125.47523544342772,2509980
2015-01-02,126.24468994140624,126.98435917699008,124.92917871093957,125.19724243486992,6318150
2015-01-05,125.73834228515624,126.9694705513156,125.29652835308046,126.2992998614726,3051150
2015-01-06,124.2391586303711,125.32135166683494,122.47190289114812,124.60154346852566,11345430
2015-01-07,126.23973083496094,129.46150250913468,123.85691099229832,123.85691099229832,17858870
2015-01-08,133.105224609375,134.3313837906677,127.71905941666289,129.06932371691417,34548830
2015-01-09,135.12071228027344,136.06887735969332,133.09530792908294,134.47040256421135,32187050
2015-01-12,136.1184844970703,137.7070207428596,133.86473156042962,135.12067461034204,8434210
2015-01-13,138.2977752685547,139.97567886105438,135.79085798479883,136.2177723121187,9608210
2015-01-14,138.1240234375,138.74951806266895,136.73405221440242,138.4119557869953,7592900
2015-01-15,139.03744506835938,143.36623237500513,138.20843132847176,142.77053687290137,19854090
2015-01-16,138.5360565185547,138.99772389416842,137.0120421242517,137.70702771381264,13403000
2015-01-19,137.95028686523438,138.89843659823688,137.21061008905684,138.32260220473952,8775380
2015-01-20,138.57081604003906,139.13672749305962,137.27515074705062,138.20345459379905,18918630
2015-01-21,137.8212127685547,140.88411847933304,137.51343451167128,138.6005965155336,13420650
2015-01-22,137.7715606689453,138.8487996626632,136.03408917230624,137.6722705236034,20000080
2015-01-23,137.53826904296875,138.57578611924328,137.2106296794791,138.21340883276469,7774060
2015-01-27,137.84109497070312,138.30276242683908,135.2547331066077,137.3496283452353,8433660
2015-01-28,134.147705078125,138.00488656163927,133.6909915934859,137.31982390945566,37201990
2015-01-29,132.1868438720703,134.51505711874245,131.5266113041494,133.93423849545434,22504270
2015-01-30,131.27342224121094,133.92430557035385,130.7918938088851,133.0406777939729,13992500
2015-02-02,134.266845703125,135.02636841950266,129.50617519333932,131.05500464245847,16563690
2015-02-03,129.69483947753906,135.62210213587247,129.07926768560026,135.1157434723782,15308210
2015-02-04,128.2254180908203,131.8840501582571,127.5800774553419,129.95793605912743,11783290
2015-02-05,127.86798095703124,129.99266001183705,126.75600392634436,127.87791906237364,9164000
2015-02-06,125.78302764892578,127.90770676495411,125.38092825929446,127.86798464154164,6082700
2015-02-09,125.7184829711914,127.39141751710704,122.73996017621748,124.20439903545795,8242360
2015-02-10,127.65453338623048,129.00479780341965,124.00584711772396,124.00584711772396,14259910
2015-02-11,128.9402618408203,129.26294730052376,127.1184070045285,128.77148068088812,5616570
2015-02-12,128.73175048828125,129.6650233274586,126.94463389725536,129.26787789081433,10258730
