Date,Close,High,Low,Open,Volume
2015-01-01,308.07354736328125,309.7713959062979,298.52319602012864,300.8577269872421,2460188
2015-01-02,309.8987731933594,311.5541649305102,307.3095574655667,308.83760695440924,2795887
2015-01-05,303.0224609375,310.9174495337549,301.87643831485207,310.9174495337549,1605267
2015-01-06,300.6455383300781,302.30093009371905,295.76421954548067,302.30093009371905,3916948
2015-01-07,301.3670654296875,303.9138526021553,297.546942161836,298.7778500097812,4899318
2015-01-08,306.5879211425781,308.1159702896322,299.7965277214001,302.6828842981118,7096620
2015-01-09,302.0462341308594,309.77142414678764,300.475727678571,307.7340057094252,3831782
2015-01-12,296.2310791015625,301.96130688004433,294.6605728677288,301.96130688004433,2276975
2015-01-13,293.9814453125,299.07499090236047,292.2836255279716,297.0375726664163,1604173
2015-01-14,293.5570068359375,295.59442518618795,292.5807546559775,294.5332877613242,3415213
2015-01-15,296.5706787109375,299.3296935189473,291.434704562284,293.8116926483545,4966049
2015-01-16,291.0527038574219,298.82032175519777,287.869234107384,294.5757145854316,9779165
2015-01-19,297.50445556640625,299.07496171014054,290.2461789615706,291.9440273257999,3385131
2015-01-20,301.2822265625,303.0649606103694,295.4671124072253,297.5045309606272,2891041
2015-01-21,313.25201416015625,314.10092415631385,300.9426467432995,301.36710174137835,5052826
2015-01-22,314.1008605957031,317.4541003946587,306.5879281628052,316.9447602491186,2502844
2015-01-23,326.0706787109375,329.1692342817206,315.7987311375812,316.6052127745511,6269436
2015-01-27,334.644775390625,335.3239147910924,323.9483729514,324.8821968133989,5268554
2015-01-28,317.156982421875,335.9181421877398,315.4591340559868,334.2202938218516,4490563
2015-01-29,319.0246276855469,323.0145501169165,308.2008829811257,318.1757178049745,7542171
2015-01-30,317.24188232421875,323.26922274278115,310.8325439715555,323.26922274278115,5409140
2015-02-02,305.0174865722656,316.9448273553678,302.6404983171491,314.1009270998176,4157252
2015-02-03,315.4167175292969,317.4965638888797,305.69656761211905,305.7389958569534,4242370
2015-02-04,313.20947265625,320.2979784442702,309.8562330834673,318.3454457363136,5535031
2015-02-05,309.60162353515625,315.71384950728697,305.65412928991293,314.10088621490905,8259274
2015-02-06,312.61529541015625,314.1008877311532,304.7627638746142,309.7713955110538,3318996
2015-02-09,302.30084228515625,310.4504852312377,299.88142646762947,309.85623115071047,3030260
2015-02-10,302.3433532714844,307.13975752236155,299.6692238042092,301.6217568487191,6847286
2015-02-11,302.30084228515625,306.16342194503136,295.42459272722715,303.0224098336201,3489433
2015-02-12,299.4145812988281,305.4843506878923,296.5282529711655,304.7627829786901,4361948
2015-02-13,301.3670654296875,302.6404590159214,296.5282330419339,300.3483563097854,3377769
2015-02-16,306.7577514648437,310.2383340860286,298.8203340072112,299.66924397780025,2355833
2015-02-18,298.8202514648437,308.6252853966089,297.5468868606985,308.20083052856046,3408770
2015-02-19,302.8102722167969,304.2534364872359,297.29229963730336,301.3246796929336,3057263
2015-02-20,296.5706787109375,304.5929811628205,295.63688352190843,301.36708313300954,4072136
2015-02-23,294.83038330078125,297.88648190254094,293.0476495346131,295.4246374713123,2410807
2015-02-24,290.3735656738281,296.99513219076186,288.71817404459466,293.81169117230166,7390936
2015-02-25,295.9339904785156,297.5469538346604,292.5807502734907,294.49082635506164,2882686
2015-02-26,296.5706787109375,299.3296935189473,293.93903488900094,297.1224759234541,4571845
2015-02-27,301.5368957519531,303.9987691925763,294.8728431652026,296.2735791290544,3711112
2015-03-02,296.3160400390625,308.1584666651753,293.302369321638,302.4706949764627,4619840
2015-03-03,296.4857482910156,297.6317995367862,291.77422983211204,297.1224306518116,2293482
2015-03-04,298.1836242675781,304.25339324229674,296.5282327290185,298.8203066873106,3694564
2015-03-05,295.3397521972656,298.7354495798044,292.0714258051783,298.310994593344,3879220
2015-03-09,291.5620422363281,294.36348525039114,287.86923229712806,294.36348525039114,3823862
2015-03-10,312.360595703125,324.54261886442606,289.26994291039017,290.3735372217441,12896222
2015-03-11,330.69732666015625,334.47502180009303,307.5217581263299,314.100896248277,14318713
2015-03-12,337.700927734375,339.4836616064415,328.57503088883726,330.6124204958942,18411651
2015-03-13,339.7807312011719,341.8606062848252,330.5699502799543,338.67713692003554,12653947
2015-03-16,329.7210388183594,339.48364642846343,327.8534197847955,339.48364642846343,15605904
2015-03-17,328.15045166015625,333.1166538556731,321.7411144834585,332.9468834150936,13158523
2015-03-18,324.50018310546875,331.3340056302265,323.8635006715889,327.59873877819484,4777244
2015-03-19,324.2454528808594,326.792239747864,322.3778340910881,325.13681966068447,4636137
2015-03-20,322.80230712890625,329.21167415355825,320.5526615590256,323.439018254152,7256601
2015-03-23,325.3490905761719,330.9944041887076,320.8922277299515,325.9857729490221,3546841
2015-03-24,334.34771728515625,336.59736332341873,323.9484258557816,324.11822510634084,8101985
