Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2015-01-01,294.02386474609375,294.9836233303203,292.2712414062373,294.35768041970965,2583280
2015-01-02,302.36968994140625,303.37119294572136,293.77346749454347,293.77346749454347,8272990
2015-01-05,302.9956359863281,306.6260882526367,301.7020336427162,304.87346481882616,10316090
2015-01-06,290.14300537109375,300.3666733415237,288.93286412167333,299.94936876426493,13282427
2015-01-07,282.2979431152344,288.9746205119431,279.961121435418,288.4321385473316,21254332
2015-01-08,289.9761047363281,290.85240230333085,284.7599517335882,287.9313543804829,12558144
2015-01-09,285.30242919921875,292.43809905129706,281.33816194441545,292.0625389546834,15701030
2015-01-12,289.2249450683594,290.10127061709943,282.67347374192394,286.0535425469783,8304115
2015-01-13,284.5096130371094,291.26975196127665,283.54985440804086,291.26975196127665,13100848
2015-01-14,281.1712646484375,285.2607096200544,277.9163728386153,283.1325262147822,13127934
2015-01-15,294.48291015625,297.1118313751533,290.05962097968586,293.8986836503855,16662989
2015-01-16,295.31744384765625,295.943386709151,289.97611332469603,294.48286270447,14726646
2015-01-19,301.1177978515625,301.952379001543,295.02534705177857,296.6945093517396,10277015
2015-01-20,306.9181823730469,308.170068240512,300.1997879860205,300.1997879860205,11477610
2015-01-21,307.5023498535156,309.5887885437468,304.7482238866491,305.8749041413441,12457852
2015-01-22,308.6290588378906,310.71552573876505,304.28923121786517,307.8779385981736,9320935
2015-01-23,309.38018798828125,313.3862000707128,307.7110256260753,312.8854345521981,13525550
2015-01-27,320.0628662109375,321.1478302078791,311.0493665718306,312.5516351892971,13932787
2015-01-28,320.5218811035156,328.3252392172344,318.4771585434371,319.6038389724899,14787690
2015-01-29,317.39215087890625,320.31319871489654,313.4278836799559,317.2252290568922,22085259
2015-01-30,301.03436279296875,318.8110072522871,295.98513099283986,318.3519861795481,31372235
2015-02-02,293.6483154296875,301.03436920451554,292.1043303309678,300.7005255021685,37165959
2015-02-03,289.2667236328125,297.7794853275377,288.0148378488636,293.7734732320384,25975650
2015-02-04,287.6392517089844,289.8091794005813,283.9670836256167,288.8076764672611,15639435
2015-02-05,280.0863037109375,288.1817608378135,277.7077375218048,284.5095924077731,18771838
2015-02-06,274.8701477050781,283.7584694839102,273.4930845567076,280.4201447665591,17811770
2015-02-09,267.10858154296875,273.3262110271619,265.8149510691073,273.3262110271619,15330887
2015-02-10,276.2889709472656,279.5855513830596,264.0622957431683,265.8149191205413,31301276
2015-02-11,279.3351745605469,283.71671864964827,278.7092316859836,278.8344090543279,13732188
2015-02-12,283.049072265625,284.8851565061998,275.4126360862202,282.2562355358272,14372362
2015-02-13,286.9716491699219,288.68255618940407,283.9254233195862,287.0968265551817,9926537
2015-02-16,282.1310119628906,289.55880936801094,280.75394887120683,289.55880936801094,11084024
2015-02-18,285.7614440917969,287.0967626253055,283.50805554392576,283.50805554392576,8830098
2015-02-19,282.5483093261719,286.97159768651534,277.29041182574514,283.8419114686716,10326464
2015-02-20,276.2054748535156,280.25320309257467,274.16072449325424,279.5855157832226,17197010
2015-02-23,274.57806396484375,279.1682747180305,272.9089015121255,277.9163888702803,12236793
2015-02-24,272.11602783203125,276.58106106085023,270.8224255726993,274.9953315678957,12177664
2015-02-25,269.1532287597656,276.2471820527534,268.1099813820431,273.40959513227455,18029910
2015-02-26,268.1517333984375,271.61526323981974,267.19194690455623,270.98932039883965,18356309
2015-02-27,279.79425048828125,281.29649126879826,269.5705802364364,270.9059271652276,17157486
2015-03-02,291.3114318847656,293.73174241426506,284.2174781609932,292.813700355315,16237130
2015-03-03,290.9776611328125,291.68703700314626,287.18028692898514,290.4351791036943,16309976
2015-03-04,291.56182861328125,302.1193127974493,288.8077023043678,300.45015043139665,27007377
2015-03-05,290.22650146484375,292.0208693399215,283.84195078206443,289.0998209943104,12677758
2015-03-09,277.7494201660156,286.2204644116125,276.87312263355835,285.4275997729355,13711772
2015-03-10,278.4588623046875,281.9223924982172,275.70473593749034,277.66602557306607,15690129
2015-03-11,277.6242370605469,281.21294405910476,274.578011958838,278.4171016828072,11762499
2015-03-12,282.2562255859375,283.5080833317494,279.2934330175088,281.71374362339793,12265104
2015-03-13,275.57952880859375,288.7659327688557,274.57802587261676,287.93135165827806,14368069
2015-03-16,276.622802734375,277.91640511165065,271.78220892547046,274.99535664047676,12496540
2015-03-17,279.4604187011719,280.83748214766854,275.53786669758,277.0818520193661,11214858
2015-03-18,279.41864013671875,280.8791641962427,276.288953728145,277.9998325285315,9603665
2015-03-19,275.57952880859375,284.92687086676625,274.0355439482784,283.3411415418915,15488184
2015-03-20,265.8983459472656,274.78666708898913,264.3126446218279,274.4945678996216,23389273
2015-03-23,261.89239501953125,269.06981035730195,260.7656865529336,268.77771113130365,11517028
2015-03-24,260.306640625,264.27093608185965,258.26191822181704,259.1382438325642,18209548
2015-03-25,264.4796142578125,266.2322377272511,259.63902047647395,260.3901408181727,15109255
2015-03-26,257.01007080078125,261.8089195777983,252.54503768507044,259.55553078597956,34971712
2015-03-27,262.518310546875,263.89537362552716,257.2604129618977,261.22468036715327,17383920
2015-03-30,265.98187255859375,266.64956003226115,261.5168666687882,263.97886617044435,14140124
2015-03-31,263.3111267089844,269.36186049387396,261.8923472913746,266.14871356062173,14317689
2015-04-01,269.69573974609375,270.7389592198593,262.1010201691296,262.8938848997012,9190830
2015-04-06,268.1100158691406,271.61529052750063,266.524314391392,271.61529052750063,10512775
2015-04-07,264.8968505859375,269.9460819126233,262.8938726515961,269.52880534912646,9849292
2015-04-08,262.97735595703125,266.81641833701883,262.51833488825224,266.1487589687283,9158573
2015-04-09,267.5675354003906,268.652471241014,264.4795656559489,265.39760768630515,13516230
2015-04-10,265.6479797363281,268.44382216335066,264.729937742915,266.64948263972593,9053218
2015-04-13,264.4796142578125,266.9833580689499,263.72849391611373,266.9833580689499,8810668
2015-04-15,262.89385986328125,268.9863103187659,261.26641410540094,265.689702355253,11297754
2015-04-16,260.807373046875,263.7284206903681,258.84611180850345,263.64495978486116,9682703
2015-04-17,258.80438232421875,262.85211040166746,257.2603975076168,262.1009902250553,11639567
2015-04-20,259.6806945800781,265.0637409144904,257.30212879829895,261.1412184115712,11663690
2015-04-21,259.43035888671875,264.2292077649489,258.67923861241104,259.55553626029604,9953639
2015-04-22,261.1829528808594,262.89385954861535,253.2126739412638,261.4333356163303,12256206
2015-04-23,260.26495361328125,263.64502303981646,258.512330209971,262.26795979318536,10352840
2015-04-24,257.2604064941406,260.8491136983059,256.30064801636985,260.76565278505376,13482295
2015-04-27,252.29464721679688,260.7656641242629,247.62097595354166,259.30516811988997,24819034
2015-04-28,272.7836608886719,274.24418485028576,255.0487630901851,255.0487630901851,37447522
2015-04-29,275.537841796875,279.4186769891423,271.32319090062373,273.5765799805346,24501414
2015-04-30,276.37237548828125,278.41712589902914,271.40660509267394,276.2471981228968,20787994
2015-05-04,274.8283996582031,281.1712327018274,272.24116748163027,277.70770299508195,11308400
