Price,Close,High,Low,Open,Volume
Ticker,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS
Date,,,,,
2015-01-01,362.7237243652344,365.3500810636662,360.81364676637486,364.156282564379,269753
2015-01-02,365.5888671875,371.0326003958994,362.72375058212623,362.72375058212623,623981
2015-01-05,368.54949951171875,372.08315504075824,365.58887314218214,366.73493146118784,551576
2015-01-06,355.9429626464844,366.1618600386622,352.60032693824974,365.01583099740685,519159
2015-01-07,357.757568359375,360.43166555085133,353.3643837058294,356.13399061388856,397373
2015-01-08,356.1339416503906,362.914722558874,352.1705366936442,362.914722558874,672501
2015-01-09,356.1339416503906,359.95409662469456,352.7913060478747,359.0945675845701,985975
2015-01-12,359.8586120605469,361.4821896962351,353.9373889240077,356.46823594219217,344364
2015-01-13,355.4654235839844,366.73486883263297,354.1283460583237,358.9513090862425,715002
2015-01-14,354.8924865722656,360.0019508835352,352.4093794247305,356.27727558949437,404068
2015-01-15,358.99908447265625,361.9597106261332,353.077861311174,356.8980165684419,648144
2015-01-16,369.79107666015625,376.28532957328196,360.00192785780564,362.91478486763236,1387070
2015-01-19,376.7628479003906,377.7178868050811,371.7011533637209,371.7011533637209,913385
2015-01-20,375.9033203125,380.9650148706772,372.8949535790371,379.15044677314995,603286
2015-01-21,388.653076171875,390.1811150332135,372.89493496416935,376.85834040852797,1885665
2015-01-22,381.77679443359375,390.8019235586938,375.42579167486264,388.70082635265203,785747
2015-01-23,380.9172668457031,387.2205293444973,376.28532240326865,385.0239224117117,709214
2015-01-27,382.63629150390625,388.70079374649,375.5690101739734,381.06048330429854,1306898
2015-01-28,413.7705993652344,418.1160146594091,385.83571181432126,390.99291599462583,6282139
2015-01-29,421.9361572265625,424.0372543794245,406.5122854470361,408.5656131695536,3488597
2015-01-30,411.23974609375,422.93897233211976,409.4729183429423,422.07944317227305,970722
2015-02-02,413.72283935546875,418.11599472655024,408.13585628253975,410.66670339296,1106879
2015-02-03,412.86328125,428.2394124915901,411.1919632703809,416.30142692288234,2245302
2015-02-04,410.7144470214844,423.9895103928503,407.8015901783992,414.9643815749753,1392064
2015-02-05,399.0152282714844,412.481282169053,394.7653227868032,412.481282169053,1040089
2015-02-06,397.96466064453125,407.80154815735204,390.7063602814891,406.7509996983445,1116247
2015-02-09,393.71478271484375,402.64440217252263,390.70641603805194,390.70641603805194,813004
2015-02-10,406.08251953125,411.23972335059057,391.3748983285951,391.4226677570675,1092699
2015-02-11,407.0853576660156,414.24814988301296,404.076990763972,409.0431758804711,1113419
2015-02-12,406.6078186035156,414.39137994205106,404.45898104189985,409.711695081405,1131467
2015-02-13,407.5151062011719,412.57680066221786,404.60222009810104,408.2791256553197,935029
2015-02-16,398.728759765625,412.95883422517136,396.2934221126719,412.95883422517136,842771
2015-02-18,410.42791748046875,413.0542741368301,397.58263417571317,400.3045005395818,1093702
2015-02-19,413.2929992675781,422.79564603313094,411.4306621360881,415.29858637561324,1517003
2015-02-20,415.7761535644531,419.2620394069657,403.50389897367427,414.48684533627136,1033950
2015-02-23,400.8775939941406,415.77620724743724,399.20627585360523,415.7284378132796,1004925
2015-02-24,403.4561462402344,407.27630137889736,399.2062119902835,402.31008804044717,748836
2015-02-25,403.2651062011719,408.75657893215293,399.68371094183647,405.318433654097,788068
2015-02-26,404.554443359375,406.8465306607639,397.3916523266151,404.84094334249687,726024
2015-02-27,415.7761535644531,417.11320207515325,402.357840738519,405.9870057195297,826541
2015-03-02,393.95355224609375,401.83262329101564,389.7991271387673,401.78488300347874,1124323
2015-03-03,397.20062255859375,402.83534552845936,391.99567869768447,394.0490062444825,719506
2015-03-04,392.9029541015625,405.6049875516009,391.0883862216916,405.6049875516009,655400
2015-03-05,387.5070495605469,396.96192922904737,382.30207568398333,393.4760429302411,959120
2015-03-09,381.72906494140625,387.45929841576026,377.43138983564074,385.83572060650346,648441
2015-03-10,387.1727294921875,388.9872974102822,381.7290257379034,384.30761304925744,657218
2015-03-11,381.872314453125,390.32441464591295,380.1054866383993,390.32441464591295,410728
2015-03-12,386.40875244140625,388.4143400003229,382.2543273148235,383.4481259635269,349974
2015-03-13,380.8217468261719,389.22607716690504,379.34144824591453,387.7457785866477,428548
2015-03-16,379.72344970703125,382.01553710054,374.08872636389276,381.8245176738007,399268
2015-03-17,386.2655029296875,387.50704186774664,378.00439295365015,381.06052915645324,562431
2015-03-18,383.7345886230469,388.65306189325315,382.0155303944606,388.65306189325315,309016
